timestamp	msgtype	repeat	mmsi	status	turn	speed	accuracy	lon	lat	course	heading	second	maneuver	raim	radio
2017-07-21Z18:07:25.079170	1	0	244660032	0	-128	5.9	1	4.24571	51.91233	124.6	51.1	25	1	1	99243	
2017-07-21Z18:07:31.056849	1	0	244660375	15	-128	0.0	0	4.2495	51.91434	57.2	51.1	31	0	1	66697	
2017-07-21Z18:07:31.303349	1	0	245912000	0	0	11.2	0	4.25012	51.91209	302.9	30.6	16	0	0	66135	
2017-07-21Z18:07:34.415534	1	0	244660032	0	-128	5.9	1	4.24608	51.91217	124.5	51.1	34	1	1	99591	
2017-07-21Z18:07:35.234339	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	281.2	51.1	35	0	1	50213	
2017-07-21Z18:07:40.969601	3	0	245730000	5	-128	0.0	0	4.24759	51.91652	312.2	51.1	40	0	0	0	
2017-07-21Z18:07:49.897927	1	0	244660375	15	-128	0.0	0	4.24951	51.91432	49.3	51.1	50	0	1	2321	
2017-07-21Z18:07:51.536808	1	0	245912000	0	0	10.9	0	4.24864	51.91266	303.4	30.6	36	0	0	66893	
2017-07-21Z18:07:51.700603	1	0	245339000	0	0	13.4	0	4.25565	51.91053	302.4	30.1	52	0	0	83012	
2017-07-21Z18:07:55.633139	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	282.3	51.1	56	0	1	50215	
2017-07-21Z18:07:56.207383	3	0	244660032	0	-128	5.9	1	4.24686	51.91186	123.4	51.1	56	1	1	77411	
2017-07-21Z18:08:00.385566	1	0	244660375	15	-128	0.0	0	4.2495	51.91434	49.9	51.1	1	0	1	25632	
2017-07-21Z18:08:01.531583	3	0	245339000	0	0	13.4	0	4.2548	51.91086	302.8	30.1	2	0	0	28275	
2017-07-21Z18:08:05.626791	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	282.2	51.1	6	0	1	25632	
2017-07-21Z18:08:12.591688	1	0	244690544	0	-128	11.2	1	4.23998	51.91741	311.8	51.1	12	0	1	49664	
2017-07-21Z18:08:12.836375	1	0	245339000	0	0	13.5	0	4.2538	51.91125	302.9	30.1	13	0	0	98782	
2017-07-21Z18:08:15.539314	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	283.1	51.1	16	0	1	25632	
2017-07-21Z18:08:20.866482	1	0	244660375	15	-128	0.0	0	4.24951	51.91433	47.8	51.1	21	0	1	99085	
2017-07-21Z18:08:21.519679	1	0	245912000	0	0	10.5	0	4.24663	51.91346	303.3	30.6	6	0	0	50583	
2017-07-21Z18:08:25.943305	1	0	244660374	15	-128	0.1	0	4.25146	51.91371	285.2	51.1	26	0	1	66505	
2017-07-21Z18:08:32.416782	1	0	245339000	0	0	13.6	0	4.25218	51.9119	303.2	30.1	33	0	0	33982	
2017-07-21Z18:08:34.382370	1	0	244660032	0	-128	5.8	1	4.24826	51.91125	124.6	51.1	34	1	1	82430	
2017-07-21Z18:08:51.503544	1	0	245912000	0	-7	10.3	0	4.24472	51.91428	304.9	30.6	36	0	0	50582	
2017-07-21Z18:08:51.667068	1	0	245339000	0	0	13.6	0	4.25054	51.91254	303.3	30.2	52	0	0	67471	
2017-07-21Z18:08:51.749034	1	0	244660375	15	-128	0.0	0	4.24951	51.91432	36.1	51.1	52	0	1	67474	
2017-07-21Z18:08:55.599974	1	0	244660374	15	-128	0.0	0	4.25144	51.91371	286.4	51.1	56	0	1	34851	
2017-07-21Z18:08:56.173768	1	0	244660032	0	-128	5.8	1	4.24902	51.91093	125.2	51.1	56	1	1	2232	
2017-07-21Z18:08:59.942047	1	0	245912000	0	8	10.2	0	4.2442	51.91448	304.3	30.5	44	0	0	67210	
2017-07-21Z18:09:00.431100	1	0	244660375	15	-128	0.0	0	4.24951	51.91431	33.7	51.1	1	0	1	2294	
2017-07-21Z18:09:04.365604	1	0	244660032	0	-128	5.8	1	4.24933	51.91079	124.8	51.1	4	1	1	2316	
2017-07-21Z18:09:17.143134	3	0	235115088	5	-128	0.0	1	4.24842	51.91737	258.5	51.1	16	0	1	84874	
2017-07-21Z18:09:25.909711	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	282.6	51.1	26	0	1	50218	
2017-07-21Z18:09:30.825478	1	0	245912000	0	13	10.4	0	4.24225	51.91533	304.2	30.7	15	0	0	66118	
2017-07-21Z18:09:31.068933	1	0	244660375	15	-128	0.0	0	4.24951	51.91431	23.2	51.1	31	0	1	33929	
2017-07-21Z18:09:34.427567	1	0	244660032	0	-128	5.8	1	4.25039	51.91032	125.2	51.1	34	1	1	66823	
2017-07-21Z18:09:35.167216	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	281.8	51.1	35	0	1	25636	
2017-07-21Z18:09:36.231358	3	0	244532000	5	-128	0.0	1	4.24678	51.91668	186.0	51.1	35	0	0	0	
2017-07-21Z18:09:40.081400	3	0	244660375	15	-128	0.0	0	4.24951	51.91431	23.3	51.1	40	0	1	12081	
2017-07-21Z18:09:44.750822	1	0	244660032	0	-128	5.8	1	4.25074	51.91016	125.9	51.1	44	1	1	25636	
2017-07-21Z18:09:45.651154	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	281.8	51.1	46	0	1	82984	
2017-07-21Z18:09:51.548868	1	0	245912000	0	11	10.7	0	4.24086	51.9159	305.2	31.0	36	0	0	34125	
2017-07-21Z18:09:51.712670	1	0	245339000	0	0	13.4	0	4.2455	51.91467	306.1	30.6	52	0	0	50231	
2017-07-21Z18:09:51.794602	1	0	244660375	15	-128	0.0	0	4.2495	51.91432	19.5	51.1	52	0	1	50015	
2017-07-21Z18:09:55.728064	1	0	244660032	0	-128	5.8	1	4.25113	51.90998	125.9	51.1	55	1	1	115198	
2017-07-21Z18:10:06.295756	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	279.6	51.1	7	0	1	98537	
2017-07-21Z18:10:10.064285	3	0	244660375	15	-128	0.0	0	4.24951	51.91432	12.4	51.1	10	0	1	24067	
2017-07-21Z18:10:11.619649	3	0	244353000	5	0	0.1	1	4.23972	51.91319	302.0	30.0	11	0	0	85770	
2017-07-21Z18:10:14.896342	1	0	244660032	0	-128	5.8	1	4.25181	51.90969	123.8	51.1	14	1	1	25640	
2017-07-21Z18:10:16.454366	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	278.9	51.1	17	0	1	66151	
2017-07-21Z18:10:25.136519	1	0	244660032	0	-128	5.9	1	4.25219	51.90954	123.5	51.1	25	1	1	49662	
2017-07-21Z18:10:34.394423	1	0	244660032	0	-128	5.9	1	4.25256	51.9094	123.0	51.1	34	1	1	49662	
2017-07-21Z18:10:44.717355	1	0	244660032	0	-128	6.0	1	4.25294	51.90924	122.3	51.1	44	1	1	2281	
2017-07-21Z18:10:45.617640	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	280.0	51.1	46	0	1	67244	
2017-07-21Z18:10:50.286886	1	0	244710731	0	-128	0.0	1	4.24802	51.9176	221.0	51.1	50	0	1	2229	
2017-07-21Z18:10:51.760985	1	0	244660375	15	-128	0.0	0	4.24953	51.91431	2.7	51.1	52	0	1	34706	
2017-07-21Z18:10:55.611647	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	279.5	51.1	56	0	1	2281	
2017-07-21Z18:10:55.694720	1	0	244660032	0	-128	6.1	1	4.25335	51.90908	122.9	51.1	55	1	1	100391	
2017-07-21Z18:11:06.262190	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	277.3	51.1	7	0	1	82978	
2017-07-21Z18:11:10.109848	1	0	244660375	15	-128	0.7	0	4.24953	51.91429	87.9	51.1	10	0	1	25644	
2017-07-21Z18:11:14.863278	1	0	244660032	0	-128	6.1	1	4.25409	51.90879	122.4	51.1	14	1	1	2261	
2017-07-21Z18:11:16.499990	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	279.5	51.1	17	0	1	50211	
2017-07-21Z18:11:25.103339	1	0	244660032	0	-128	6.1	1	4.25448	51.90863	123.0	51.1	25	1	1	33707	
2017-07-21Z18:11:34.360900	1	0	244660032	0	-128	6.1	1	4.25487	51.90848	122.8	51.1	34	1	1	34055	
2017-07-21Z18:11:36.570766	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	283.0	51.1	37	0	1	99672	
2017-07-21Z18:11:55.740100	1	0	244660032	0	-128	6.1	1	4.25567	51.90815	122.5	51.1	55	1	1	82430	
2017-07-21Z18:11:56.476837	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	282.0	51.1	57	0	1	115745	
2017-07-21Z18:12:06.307822	1	0	244660374	15	-128	0.0	0	4.25145	51.91373	281.7	51.1	7	0	1	65769	
2017-07-21Z18:12:10.076371	1	0	244660375	15	-128	5.6	0	4.24833	51.91363	237.2	51.1	10	0	1	2312	
2017-07-21Z18:12:15.156111	1	0	244660032	0	-128	6.1	1	4.25641	51.90786	122.0	51.1	15	1	1	66102	
2017-07-21Z18:12:25.148690	1	0	244660032	0	-128	6.1	1	4.25679	51.90771	122.4	51.1	25	1	1	25648	
2017-07-21Z18:12:25.888292	1	0	244660374	15	-128	0.0	0	4.25146	51.91373	282.8	51.1	26	0	1	2272	
2017-07-21Z18:12:31.458635	1	0	244660375	15	-128	5.8	0	4.2476	51.9133	232.0	51.1	32	0	1	99482	
2017-07-21Z18:12:34.406079	1	0	244660032	0	-128	6.0	1	4.25718	51.90756	122.0	51.1	34	1	1	25648	
2017-07-21Z18:12:36.537161	1	0	244660374	15	-128	0.0	0	4.25147	51.91372	284.5	51.1	37	0	1	82977	
2017-07-21Z18:13:00.211458	1	0	244660375	15	-128	5.5	0	4.24671	51.9128	224.9	51.1	0	0	1	65541	
2017-07-21Z18:13:06.190375	1	0	244660032	0	-128	6.1	1	4.2584	51.90711	122.1	51.1	6	1	1	65764	
2017-07-21Z18:13:06.274234	1	0	244660374	15	-128	0.0	0	4.25147	51.91372	280.5	51.1	7	0	1	50208	
2017-07-21Z18:13:11.760728	1	0	244660375	15	-128	5.6	0	4.24636	51.91258	230.4	51.1	12	0	1	115549	
2017-07-21Z18:13:15.201382	1	0	244660032	0	-128	6.1	1	4.25875	51.90697	122.1	51.1	15	1	1	49662	
2017-07-21Z18:13:26.507676	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	283.5	51.1	27	0	1	115746	
2017-07-21Z18:13:29.784217	1	0	244710731	0	-128	0.0	1	4.24804	51.91761	219.0	51.1	29	0	1	25652	
2017-07-21Z18:13:31.504156	1	0	244660375	15	-128	5.9	0	4.24573	51.91226	231.3	51.1	32	0	1	82782	
2017-07-21Z18:13:34.372917	1	0	244660032	0	-128	6.0	1	4.25953	51.90667	121.2	51.1	34	1	1	2265	
2017-07-21Z18:13:41.498564	3	0	245730000	5	-128	0.0	0	4.2476	51.91654	20.4	51.1	41	0	0	0	
2017-07-21Z18:13:45.596148	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	284.6	51.1	46	0	1	25652	
2017-07-21Z18:13:45.676716	1	0	305573000	0	0	12.8	0	4.2573	51.90948	301.9	30.3	45	0	0	100014	
2017-07-21Z18:13:56.488964	1	0	244660374	15	-128	0.0	0	4.25149	51.91369	282.9	51.1	57	0	1	82979	
2017-07-21Z18:14:06.319510	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	283.3	51.1	7	0	1	33001	
2017-07-21Z18:14:10.745286	1	0	244660375	15	-128	3.5	0	4.24449	51.91186	246.3	51.1	11	0	1	115553	
2017-07-21Z18:14:16.889796	1	0	305573000	0	0	12.7	0	4.25483	51.9105	302.2	30.3	16	0	0	2206	
2017-07-21Z18:14:25.981968	1	0	305573000	0	0	12.6	0	4.254	51.91067	302.1	30.3	25	0	0	99276	
2017-07-21Z18:14:26.474078	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	285.6	51.1	27	0	1	99295	
2017-07-21Z18:14:31.470704	1	0	244660375	15	-128	2.3	0	4.2441	51.91175	245.7	51.1	32	0	1	66714	
2017-07-21Z18:14:36.058352	1	0	305573000	0	0	12.6	0	4.25333	51.911	302.2	30.3	35	0	0	66886	
2017-07-21Z18:14:36.549228	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	287.3	51.1	37	0	1	50209	
2017-07-21Z18:14:45.641736	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	289.4	51.1	46	0	1	2283	
2017-07-21Z18:14:45.643464	1	0	305573000	0	0	12.5	0	4.25248	51.91136	302.7	30.3	45	0	0	82555	
2017-07-21Z18:14:51.294799	1	0	244660375	15	-128	1.4	0	4.24385	51.9117	252.2	51.1	52	0	1	50016	
2017-07-21Z18:14:56.455291	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	288.8	51.1	57	0	1	67650	
2017-07-21Z18:14:56.700146	1	0	305573000	0	0	12.5	0	4.25161	51.9117	302.2	30.3	56	0	0	2273	
2017-07-21Z18:15:05.959607	1	0	305573000	0	0	12.5	0	4.25083	51.912	302.1	30.4	5	0	0	65758	
2017-07-21Z18:15:06.286284	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	289.6	51.1	7	0	1	25660	
2017-07-21Z18:15:10.463230	1	0	244710731	0	-128	0.0	1	4.24802	51.91762	0.0	51.1	10	0	1	49641	
2017-07-21Z18:15:10.790509	1	0	244660375	15	-128	1.0	0	4.2437	51.91166	244.7	51.1	11	0	1	98705	
2017-07-21Z18:15:15.787422	1	0	305573000	0	0	12.4	0	4.25011	51.91228	302.5	30.5	15	0	0	66124	
2017-07-21Z18:15:16.279564	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	290.6	51.1	16	0	1	115743	
2017-07-21Z18:15:17.017422	3	0	235115088	5	-128	0.0	1	4.24845	51.91739	229.9	51.1	16	0	1	85482	
2017-07-21Z18:15:26.027223	1	0	305573000	0	0	12.4	0	4.24933	51.91267	303.0	30.5	25	0	0	82599	
2017-07-21Z18:15:31.516190	1	0	244660375	15	-128	0.5	0	4.24359	51.91165	256.7	51.1	32	0	1	50030	
2017-07-21Z18:15:34.384592	3	0	244532000	5	-128	0.0	1	4.24687	51.91672	186.0	51.1	34	0	0	0	
2017-07-21Z18:15:36.594836	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	289.7	51.1	37	0	1	34136	
2017-07-21Z18:15:41.674448	1	0	244660375	15	-128	0.4	0	4.24358	51.91163	228.1	51.1	42	0	1	50035	
2017-07-21Z18:15:45.688773	1	0	305573000	0	0	12.4	0	4.24777	51.91323	303.1	30.6	45	0	0	67246	
2017-07-21Z18:15:51.340408	1	0	244660375	15	-128	0.2	0	4.24358	51.91163	220.9	51.1	52	0	1	34689	
2017-07-21Z18:16:06.004869	1	0	305573000	0	0	12.3	0	4.24617	51.91383	305.8	30.8	5	0	0	49825	
2017-07-21Z18:16:06.252646	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	292.0	51.1	7	0	1	2201	
2017-07-21Z18:16:10.757342	1	0	244660375	15	-128	0.0	0	4.2436	51.91162	221.6	51.1	11	0	1	82817	
2017-07-21Z18:16:12.969208	3	0	244353000	5	-8	0.0	1	4.23973	51.91319	302.0	30.0	12	0	0	84794	
2017-07-21Z18:16:13.214723	3	0	244353000	5	-7	0.0	1	4.23973	51.91319	302.0	30.0	13	0	0	84778	
2017-07-21Z18:16:15.754280	1	0	305573000	0	0	12.3	0	4.24549	51.91421	305.9	30.9	15	0	0	49834	
2017-07-21Z18:16:26.486164	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	294.5	51.1	27	0	1	66527	
2017-07-21Z18:16:31.482692	1	0	244660375	15	-128	0.0	0	4.24361	51.91161	221.9	51.1	32	0	1	33946	
2017-07-21Z18:16:36.561270	1	0	244660374	15	-128	0.0	0	4.25149	51.91371	294.5	51.1	37	0	1	25664	
2017-07-21Z18:16:42.868536	3	0	305573000	0	127	12.5	0	4.24348	51.91514	307.9	31.2	42	0	0	4080	
2017-07-21Z18:16:45.408868	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	294.4	51.1	46	0	1	67236	
2017-07-21Z18:16:51.306814	1	0	244660375	15	-128	0.0	0	4.2436	51.91162	223.2	51.1	52	0	1	25664	
2017-07-21Z18:16:56.467400	1	0	244660374	15	-128	0.0	0	4.2515	51.91369	294.1	51.1	57	0	1	34882	
2017-07-21Z18:17:04.987617	1	0	244660374	15	-128	0.0	0	4.2515	51.91368	294.5	51.1	5	0	1	98488	
2017-07-21Z18:17:26.531738	1	0	244660374	15	-128	0.0	0	4.2515	51.9137	295.0	51.1	27	0	1	50211	
2017-07-21Z18:17:31.528355	1	0	244660375	15	-128	0.0	0	4.24359	51.91162	222.9	51.1	32	0	1	25668	
2017-07-21Z18:17:45.375566	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	295.6	51.1	46	0	1	50211	
2017-07-21Z18:17:51.273306	1	0	244660375	15	-128	0.0	0	4.2436	51.91162	223.3	51.1	52	0	1	2237	
2017-07-21Z18:17:55.449901	1	0	308924000	0	0	12.0	0	4.25898	51.90897	304.4	30.4	54	0	0	34844	
2017-07-21Z18:18:10.769053	1	0	244660375	15	-128	0.0	0	4.2436	51.91162	222.4	51.1	11	0	1	50069	
2017-07-21Z18:18:16.258189	1	0	244660374	15	-128	0.0	0	4.25149	51.91369	297.9	51.1	16	0	1	66143	
2017-07-21Z18:18:17.321815	3	0	235115088	5	-128	0.0	1	4.24842	51.91739	229.9	51.1	16	0	1	85034	
2017-07-21Z18:18:31.494703	1	0	244660375	15	-128	0.0	0	4.24359	51.91162	223.6	51.1	32	0	1	2235	
2017-07-21Z18:18:34.115933	3	0	244532000	5	-128	0.0	1	4.24703	51.91668	186.0	51.1	32	0	0	0	
2017-07-21Z18:18:35.671825	1	0	244660374	15	-128	0.0	0	4.25151	51.91368	301.4	51.1	36	0	1	115747	
2017-07-21Z18:18:46.485646	1	0	308924000	0	0	12.0	0	4.25515	51.91055	303.3	30.4	45	0	0	67276	
2017-07-21Z18:18:55.416292	1	0	308924000	0	0	12.1	0	4.25446	51.91083	303.2	30.4	54	0	0	25672	
2017-07-21Z18:18:56.479218	1	0	244660374	15	-128	0.0	0	4.2515	51.91368	301.5	51.1	57	0	1	2235	
2017-07-21Z18:19:06.473612	1	0	308924000	0	0	12.1	0	4.25363	51.91116	303.4	30.6	5	0	0	33007	
2017-07-21Z18:19:16.224430	1	0	244660374	15	-128	0.0	0	4.25149	51.91369	299.2	51.1	16	0	1	50208	
2017-07-21Z18:19:25.970522	1	0	308924000	0	0	12.1	0	4.25213	51.9118	304.8	30.7	24	0	0	99274	
2017-07-21Z18:19:26.464545	3	0	244660374	15	-128	0.0	0	4.25148	51.91369	299.3	51.1	27	0	1	23507	
2017-07-21Z18:19:35.638332	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	299.4	51.1	36	0	1	99638	
2017-07-21Z18:19:35.639590	1	0	308924000	0	-127	12.1	0	4.2514	51.91214	305.6	30.5	34	0	0	34103	
2017-07-21Z18:19:39.653133	3	0	245730000	5	-128	0.0	0	4.24757	51.91654	352.9	51.1	39	0	0	0	
2017-07-21Z18:19:45.387315	3	0	244660374	15	-128	0.0	0	4.25149	51.9137	299.6	51.1	46	0	1	12913	
2017-07-21Z18:19:46.452452	1	0	308924000	0	-127	12.1	0	4.25067	51.91247	306.0	30.2	45	0	0	50053	
2017-07-21Z18:19:55.461884	1	0	308924000	0	0	12.1	0	4.25001	51.91275	305.1	30.1	54	0	0	2259	
2017-07-21Z18:19:56.036653	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	300.4	51.1	56	0	1	50208	
2017-07-21Z18:20:06.440223	1	0	308924000	0	0	12.1	0	4.24917	51.91309	303.4	30.2	5	0	0	25680	
2017-07-21Z18:20:10.781069	1	0	244660375	15	-128	0.0	0	4.2436	51.91161	219.0	51.1	11	0	1	25680	
2017-07-21Z18:20:16.270135	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	300.4	51.1	16	0	1	33375	
2017-07-21Z18:20:26.510264	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	300.1	51.1	27	0	1	2221	
2017-07-21Z18:20:30.851004	1	0	244660375	15	-128	0.0	0	4.2436	51.9116	220.2	51.1	31	0	1	82845	
2017-07-21Z18:20:35.683846	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	301.1	51.1	36	0	1	82977	
2017-07-21Z18:20:35.685113	1	0	308924000	0	127	12.0	0	4.24688	51.91396	302.4	30.5	34	0	0	25680	
2017-07-21Z18:20:50.923370	1	0	244660375	15	-128	0.0	0	4.2436	51.91161	219.3	51.1	51	0	1	67444	
2017-07-21Z18:20:55.674076	1	0	308924000	0	0	12.0	0	4.24538	51.91459	304.1	30.6	54	0	0	115584	
2017-07-21Z18:20:56.081906	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	302.5	51.1	56	0	1	34867	
2017-07-21Z18:21:05.011705	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	302.2	51.1	5	0	1	32952	
2017-07-21Z18:21:10.747475	1	0	244660375	15	-128	0.7	0	4.2436	51.91162	148.1	51.1	11	0	1	2272	
2017-07-21Z18:21:14.844073	1	0	308924000	0	0	12.0	0	4.24399	51.91521	305.1	30.4	13	0	0	2260	
2017-07-21Z18:21:16.236554	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	302.4	51.1	16	0	1	25684	
2017-07-21Z18:21:25.738224	1	0	244660374	15	-128	0.0	0	4.25148	51.91371	302.0	51.1	26	0	1	50209	
2017-07-21Z18:21:25.903385	1	0	308924000	0	0	12.0	0	4.24317	51.91556	304.9	30.4	24	0	0	66506	
2017-07-21Z18:21:34.093395	3	0	244532000	5	-128	0.0	1	4.2469	51.9166	186.0	51.1	32	0	0	0	
2017-07-21Z18:21:35.650501	1	0	244660374	15	-128	0.0	0	4.25147	51.91372	302.0	51.1	36	0	1	66870	
2017-07-21Z18:21:35.651872	1	0	308924000	0	127	12.0	0	4.24243	51.91587	304.3	30.8	34	0	0	2266	
2017-07-21Z18:21:52.771579	3	0	308924000	0	0	12.0	0	4.24119	51.91643	306.4	31.4	51	0	0	4080	
2017-07-21Z18:21:55.640416	3	0	308924000	0	0	12.0	0	4.24099	51.91654	307.0	31.4	54	0	0	4113	
2017-07-21Z18:22:04.978242	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	305.9	51.1	5	0	1	25688	
2017-07-21Z18:22:12.925261	3	0	244353000	5	8	0.0	1	4.23973	51.9132	302.0	30.0	12	0	0	84906	
2017-07-21Z18:22:16.281750	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	305.0	51.1	17	0	1	2240	
2017-07-21Z18:22:45.936852	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	306.8	51.1	46	0	1	82980	
2017-07-21Z18:22:50.935394	1	0	244660375	15	-128	3.7	0	4.24546	51.91195	54.9	51.1	51	0	1	34676	
2017-07-21Z18:22:56.015091	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	307.4	51.1	56	0	1	2218	
2017-07-21Z18:23:04.944493	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	307.0	51.1	5	0	1	2277	
2017-07-21Z18:23:11.333757	1	0	244660375	15	-128	3.8	0	4.24589	51.91217	46.9	51.1	12	0	1	82849	
2017-07-21Z18:23:16.002012	3	0	244660374	15	-128	0.0	0	4.25148	51.9137	307.7	51.1	16	0	1	11425	
2017-07-21Z18:23:25.749893	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	308.4	51.1	26	0	1	2280	
2017-07-21Z18:23:30.829541	1	0	244660375	15	-128	3.8	0	4.24628	51.91242	46.2	51.1	31	0	1	33921	
2017-07-21Z18:23:35.008682	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	308.4	51.1	35	0	1	115746	
2017-07-21Z18:23:55.161318	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	308.9	51.1	55	0	1	115743	
2017-07-21Z18:24:05.726726	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	308.9	51.1	6	0	1	98515	
2017-07-21Z18:24:11.379094	1	0	244660375	15	-128	3.6	0	4.24711	51.91289	50.2	51.1	12	0	1	65959	
2017-07-21Z18:24:17.442657	3	0	235115088	5	-128	0.0	1	4.2484	51.9174	229.9	51.1	17	0	1	84794	
2017-07-21Z18:24:21.620391	1	0	244660375	15	-128	3.6	0	4.24733	51.913	50.2	51.1	22	0	1	33576	
2017-07-21Z18:24:26.535153	1	0	244660374	15	-128	0.0	0	4.2515	51.9137	309.2	51.1	27	0	1	115741	
2017-07-21Z18:24:35.054153	1	0	244660374	15	-128	0.0	0	4.2515	51.9137	308.8	51.1	35	0	1	99615	
2017-07-21Z18:24:45.948986	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	308.5	51.1	46	0	1	50207	
2017-07-21Z18:24:50.947461	1	0	244660375	15	-128	3.5	0	4.24792	51.91329	49.7	51.1	51	0	1	2281	
2017-07-21Z18:25:11.345434	1	0	244660375	15	-128	3.3	0	4.24833	51.91347	55.7	51.1	12	0	1	50070	
2017-07-21Z18:25:16.014082	3	0	244660374	15	-128	0.0	0	4.25149	51.9137	311.7	51.1	16	0	1	30995	
2017-07-21Z18:25:26.501620	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	313.5	51.1	27	0	1	99296	
2017-07-21Z18:25:30.841506	1	0	244660375	15	-128	3.2	0	4.24874	51.91366	53.1	51.1	31	0	1	2272	
2017-07-21Z18:25:45.915388	1	0	244660374	15	-128	0.0	0	4.25149	51.91371	314.5	51.1	46	0	1	34487	
2017-07-21Z18:25:51.812197	1	0	244660375	15	-128	2.3	0	4.24903	51.91384	37.1	51.1	52	0	1	67475	
2017-07-21Z18:25:55.173270	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	315.0	51.1	55	0	1	82974	
2017-07-21Z18:26:00.579394	1	0	244660375	15	-128	2.3	0	4.24912	51.91391	36.7	51.1	1	0	1	65555	
2017-07-21Z18:26:15.980562	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	317.1	51.1	16	0	1	33365	
2017-07-21Z18:26:26.547193	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	316.2	51.1	27	0	1	82969	
2017-07-21Z18:26:31.381828	3	0	244660375	15	-128	1.4	0	4.24933	51.91413	20.3	51.1	32	0	1	11713	
2017-07-21Z18:26:35.065803	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	315.2	51.1	35	0	1	66847	
2017-07-21Z18:26:45.882133	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	315.3	51.1	46	0	1	25704	
2017-07-21Z18:26:50.958346	1	0	244660375	15	-128	1.0	0	4.24942	51.91423	26.8	51.1	51	0	1	115601	
2017-07-21Z18:26:55.218608	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	315.5	51.1	55	0	1	67603	
2017-07-21Z18:27:05.705213	3	0	244660374	15	-128	0.0	0	4.25147	51.9137	315.9	51.1	6	0	1	11825	
2017-07-21Z18:27:11.357500	1	0	244660375	15	-128	0.6	0	4.24948	51.91432	36.9	51.1	12	0	1	25708	
2017-07-21Z18:27:16.025719	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	315.8	51.1	16	0	1	25708	
2017-07-21Z18:27:18.157015	3	0	235115088	5	-128	0.0	1	4.24844	51.91739	229.9	51.1	17	0	1	84026	
2017-07-21Z18:27:31.427553	1	0	244660375	15	-128	0.1	0	4.2495	51.91432	42.0	51.1	32	0	1	82832	
2017-07-21Z18:27:35.032662	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	316.6	51.1	35	0	1	50200	
2017-07-21Z18:27:35.033848	3	0	244532000	5	-128	0.0	1	4.24692	51.9167	186.0	51.1	33	0	0	0	
2017-07-21Z18:28:05.671806	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	317.4	51.1	6	0	1	50202	
