timestamp	msgtype	repeat	mmsi	status	turn	speed	accuracy	lon	lat	course	heading	second	maneuver	raim	radio
2017-07-21Z02:47:40.627811	1	0	235080023	0	0	0.0	0	4.24828	51.91726	319.2	2.9	40	0	0	2199	
2017-07-21Z02:47:45.704730	1	0	244660374	15	-128	0.0	0	4.2515	51.91368	295.1	51.1	46	0	1	50201	
2017-07-21Z02:47:51.522825	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	314.3	51.1	52	0	1	115785	
2017-07-21Z02:48:00.943510	1	0	244660375	15	-128	0.0	0	4.2506	51.91396	315.5	51.1	1	0	1	115785	
2017-07-21Z02:48:04.791874	1	0	244660232	0	-128	7.2	1	4.24104	51.91472	128.0	51.1	4	1	1	32944	
2017-07-21Z02:48:15.523031	1	0	244660374	15	-128	0.0	0	4.2515	51.91369	295.2	51.1	16	0	1	66114	
2017-07-21Z02:48:17.654147	3	0	235115088	5	-128	0.0	1	4.24843	51.91738	210.8	51.1	17	0	1	84266	
2017-07-21Z02:48:19.210257	1	0	235080023	0	0	0.0	0	4.24828	51.91726	325.1	2.9	19	0	0	99021	
2017-07-21Z02:48:26.255509	1	0	23303610	15	-128	0.0	1	4.25052	51.92082	0.0	51.1	26	0	1	49645	
2017-07-21Z02:48:30.596462	1	0	235080023	0	0	0.0	0	4.24828	51.91726	311.5	2.9	30	0	0	17600	
2017-07-21Z02:48:35.511896	1	0	244660374	15	-128	0.0	0	4.25151	51.91369	296.0	51.1	36	0	1	50195	
2017-07-21Z02:48:36.906721	3	0	244532000	5	-128	0.0	1	4.24693	51.91658	228.0	51.1	34	0	0	0	
2017-07-21Z02:48:39.282225	1	0	235080023	0	0	0.0	0	4.24828	51.91726	304.2	2.9	39	0	0	49700	
2017-07-21Z02:48:40.263435	1	0	244660375	15	-128	0.0	0	4.25059	51.91396	317.2	51.1	40	0	1	34274	
2017-07-21Z02:48:44.523453	1	0	244660232	0	-128	7.2	1	4.24284	51.91396	124.1	51.1	44	1	1	34434	
2017-07-21Z02:48:51.568220	1	0	244660375	15	-128	0.0	0	4.25059	51.91397	318.0	51.1	52	0	1	100234	
2017-07-21Z02:48:56.401456	1	0	244660374	15	-128	0.0	0	4.25152	51.91367	296.3	51.1	57	0	1	17600	
2017-07-21Z02:49:00.989192	1	0	244660375	15	-128	0.0	0	4.25059	51.91397	317.2	51.1	1	0	1	98337	
2017-07-21Z02:49:07.053503	1	0	23303610	15	-128	0.0	1	4.25051	51.92083	0.0	51.1	7	0	1	65799	
2017-07-21Z02:49:09.264674	1	0	235080023	0	0	0.0	0	4.24827	51.91726	298.5	2.9	9	0	0	17604	
2017-07-21Z02:49:15.490054	3	0	244660374	15	-128	0.0	0	4.25154	51.91367	295.7	51.1	16	0	1	29059	
2017-07-21Z02:49:19.177168	1	0	235080023	0	0	0.0	0	4.24828	51.91726	321.4	2.9	19	0	0	82468	
2017-07-21Z02:49:21.387255	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	317.8	51.1	22	0	1	66334	
2017-07-21Z02:49:24.829709	1	0	244660232	0	-128	7.3	1	4.24465	51.91321	121.9	51.1	24	1	1	17604	
2017-07-21Z02:49:30.563022	1	0	235080023	0	0	0.0	0	4.24828	51.91726	300.2	2.9	30	0	0	2248	
2017-07-21Z02:49:31.055933	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	317.9	51.1	31	0	1	33931	
2017-07-21Z02:49:35.478939	3	0	244660374	15	-128	0.0	0	4.25154	51.91366	296.1	51.1	36	0	1	18977	
2017-07-21Z02:49:39.327496	1	0	235080023	0	0	0.0	0	4.24828	51.91726	279.5	2.9	39	0	0	34239	
2017-07-21Z02:49:44.490167	1	0	244660232	0	-128	7.3	1	4.24556	51.91283	122.2	51.1	44	1	1	17604	
2017-07-21Z02:49:45.717036	1	0	244660374	15	-128	0.0	0	4.25154	51.91366	296.1	51.1	46	0	1	17604	
2017-07-21Z02:50:00.216706	1	0	235080023	0	0	0.0	0	4.24828	51.91725	329.5	2.8	0	0	0	17608	
2017-07-21Z02:50:07.099459	3	0	23303610	15	-128	0.0	1	4.25052	51.92081	0.0	51.1	7	0	1	77171	
2017-07-21Z02:50:15.456511	1	0	244660374	15	-128	0.0	0	4.25154	51.91367	295.4	51.1	16	0	1	33346	
2017-07-21Z02:50:21.353866	1	0	244660375	15	-128	0.0	0	4.25061	51.91399	316.5	51.1	22	0	1	50247	
2017-07-21Z02:50:30.527736	1	0	235080023	0	0	0.0	0	4.24828	51.91726	342.6	2.9	30	0	0	99445	
2017-07-21Z02:50:31.101681	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	317.0	51.1	31	0	1	2240	
2017-07-21Z02:50:35.524192	1	0	244660374	15	-128	0.0	0	4.25154	51.91367	297.1	51.1	36	0	1	17608	
2017-07-21Z02:50:40.275740	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	317.4	51.1	40	0	1	2287	
2017-07-21Z02:50:45.683655	1	0	244660374	15	-128	0.0	0	4.25154	51.91367	298.2	51.1	46	0	1	2284	
2017-07-21Z02:50:50.351920	1	0	235080023	0	0	0.0	0	4.24828	51.91726	316.6	2.9	50	0	0	67420	
2017-07-21Z02:50:51.580505	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	319.1	51.1	52	0	1	67466	
2017-07-21Z02:50:55.023097	1	0	244660374	15	-128	0.0	0	4.25155	51.91367	299.1	51.1	55	0	1	115729	
2017-07-21Z02:51:05.836185	1	0	244660232	0	-128	7.2	1	4.24931	51.91138	122.9	51.1	5	1	1	49407	
2017-07-21Z02:51:06.492110	1	0	244660374	15	-128	0.0	0	4.25155	51.91366	299.6	51.1	7	0	1	98545	
2017-07-21Z02:51:09.766959	1	0	235080023	0	0	0.0	0	4.24827	51.91726	304.7	2.9	9	0	0	98666	
2017-07-21Z02:51:11.406709	1	0	244660375	15	-128	0.0	0	4.25059	51.91399	322.7	51.1	12	0	1	83019	
2017-07-21Z02:51:15.501932	1	0	244660374	15	-128	0.0	0	4.25155	51.91366	299.0	51.1	16	0	1	17612	
2017-07-21Z02:51:16.812036	3	0	235115088	5	-128	0.0	1	4.24843	51.91735	210.8	51.1	16	0	1	85034	
2017-07-21Z02:51:21.399602	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	322.8	51.1	22	0	1	33566	
2017-07-21Z02:51:24.594280	1	0	244660232	0	-128	7.2	1	4.25018	51.91102	123.4	51.1	24	1	1	114943	
2017-07-21Z02:51:25.414827	1	0	244660374	15	-128	0.0	0	4.25156	51.91365	299.0	51.1	26	0	1	33718	
2017-07-21Z02:51:30.821753	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	322.7	51.1	31	0	1	83015	
2017-07-21Z02:51:35.491123	1	0	244660374	15	-128	0.0	0	4.25156	51.91366	299.5	51.1	36	0	1	2266	
2017-07-21Z02:51:39.339920	1	0	235080023	0	0	0.0	0	4.24828	51.91728	305.7	2.9	39	0	0	2299	
2017-07-21Z02:51:41.225404	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	322.6	51.1	41	0	1	99847	
2017-07-21Z02:51:45.648144	1	0	244660232	0	-128	7.1	1	4.25112	51.91063	122.9	51.1	45	1	1	100012	
2017-07-21Z02:51:46.221327	1	0	23303610	15	-128	0.0	1	4.25051	51.92082	0.0	51.1	46	0	1	100033	
2017-07-21Z02:51:46.551708	1	0	244660374	15	-128	0.0	0	4.25156	51.91366	299.6	51.1	47	0	1	82961	
2017-07-21Z02:51:50.318555	1	0	235080023	0	0	0.0	0	4.24828	51.91728	299.2	2.9	50	0	0	49706	
2017-07-21Z02:51:51.547150	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	322.0	51.1	52	0	1	50250	
2017-07-21Z02:51:55.068955	1	0	244660374	15	-128	0.0	0	4.25155	51.91366	299.2	51.1	55	0	1	100365	
2017-07-21Z02:52:05.802715	1	0	244660232	0	-128	7.1	1	4.25201	51.91026	124.0	51.1	5	1	1	32984	
2017-07-21Z02:52:11.452486	1	0	244660375	15	-128	0.0	0	4.25062	51.91398	319.8	51.1	12	0	1	65961	
2017-07-21Z02:52:15.468949	1	0	244660374	15	-128	0.0	0	4.25153	51.91367	298.0	51.1	16	0	1	2275	
2017-07-21Z02:52:15.794447	1	0	23303610	15	-128	0.0	1	4.25051	51.92082	0.0	51.1	15	0	1	17616	
2017-07-21Z02:52:21.366165	1	0	244660375	15	-128	0.0	0	4.25062	51.91398	319.9	51.1	22	0	1	17616	
2017-07-21Z02:52:30.540018	1	0	235080023	0	0	0.0	0	4.24827	51.91727	274.7	2.9	30	0	0	66677	
2017-07-21Z02:52:30.788311	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	320.1	51.1	31	0	1	66689	
2017-07-21Z02:52:41.192323	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	319.4	51.1	41	0	1	83013	
2017-07-21Z02:52:46.597128	1	0	244660374	15	-128	0.0	0	4.25152	51.91367	297.7	51.1	47	0	1	67280	
2017-07-21Z02:52:50.285343	3	0	235080023	0	0	0.0	0	4.24827	51.91726	314.1	2.9	50	0	0	419	
2017-07-21Z02:52:51.514051	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	320.3	51.1	52	0	1	34698	
2017-07-21Z02:53:09.700436	1	0	235080023	0	0	0.0	0	4.24828	51.91725	303.1	2.8	9	0	0	65898	
2017-07-21Z02:53:16.170065	1	0	244660374	15	-128	0.0	0	4.25153	51.91366	296.7	51.1	16	0	1	50194	
2017-07-21Z02:53:21.332732	1	0	244660375	15	-128	0.0	0	4.25058	51.914	319.1	51.1	22	0	1	2209	
2017-07-21Z02:53:30.506641	1	0	235080023	0	0	0.0	0	4.24829	51.91725	325.5	2.9	30	0	0	49699	
2017-07-21Z02:53:40.583807	1	0	235080023	0	0	0.0	0	4.24829	51.91725	322.9	2.9	40	0	0	99824	
2017-07-21Z02:53:46.564063	1	0	244660374	15	-128	0.0	0	4.25152	51.91366	296.0	51.1	47	0	1	50194	
2017-07-21Z02:53:50.330832	1	0	235080023	0	0	0.0	0	4.24829	51.91725	277.7	2.9	50	0	0	17620	
2017-07-21Z02:53:51.559526	1	0	244660375	15	-128	0.0	0	4.25057	51.914	320.1	51.1	52	0	1	17620	
2017-07-21Z02:54:00.980068	1	0	244660375	15	-128	0.1	0	4.25057	51.91399	319.7	51.1	1	0	1	17624	
2017-07-21Z02:54:06.632493	1	0	246838000	0	0	12.9	1	4.26014	51.90888	300.7	30.0	7	0	1	65781	
2017-07-21Z02:54:09.745876	1	0	235080023	0	0	0.0	0	4.24829	51.91725	299.0	2.9	9	0	0	49704	
2017-07-21Z02:54:16.136991	1	0	244660374	15	-128	0.0	0	4.2515	51.91368	296.2	51.1	16	0	1	33371	
2017-07-21Z02:54:16.544999	3	0	235115088	5	-128	0.0	1	4.2484	51.91737	210.8	51.1	16	0	1	85946	
2017-07-21Z02:54:20.233517	1	0	244660375	15	-128	0.0	0	4.25057	51.91399	321.6	51.1	21	0	1	115781	
2017-07-21Z02:54:30.473485	1	0	235080023	0	0	0.0	0	4.24829	51.91725	333.2	2.9	30	0	0	33909	
2017-07-21Z02:54:30.800742	1	0	244660375	15	-128	0.0	0	4.25056	51.914	323.5	51.1	31	0	1	33921	
2017-07-21Z02:54:36.205985	3	0	244532000	5	-128	0.0	1	4.24682	51.9166	228.0	51.1	35	0	0	0	
2017-07-21Z02:54:37.106189	1	0	246838000	0	0	12.9	1	4.25766	51.90977	300.2	29.9	37	0	1	34155	
2017-07-21Z02:54:41.204728	1	0	244660375	15	-128	0.0	0	4.25056	51.91401	324.0	51.1	41	0	1	50244	
2017-07-21Z02:54:50.297846	1	0	235080023	0	0	0.0	0	4.24829	51.91725	304.9	2.9	50	0	0	2197	
2017-07-21Z02:55:00.947006	1	0	244660375	15	-128	0.0	0	4.25054	51.91401	320.9	51.1	1	0	1	2274	
2017-07-21Z02:55:06.516410	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	290.1	51.1	7	0	1	33009	
2017-07-21Z02:55:06.599506	1	0	246838000	0	0	13.0	1	4.2551	51.91067	299.7	29.9	7	0	1	50134	
2017-07-21Z02:55:09.712489	1	0	235080023	0	0	0.0	0	4.24829	51.91724	313.9	2.9	9	0	0	33130	
2017-07-21Z02:55:11.431443	1	0	244660375	15	-128	0.0	0	4.25054	51.91401	321.9	51.1	12	0	1	17628	
2017-07-21Z02:55:20.114134	1	0	235080023	0	0	0.0	0	4.24829	51.91724	317.5	2.9	20	0	0	49708	
2017-07-21Z02:55:30.518950	1	0	235080023	0	0	0.0	0	4.24829	51.91723	308.9	2.9	30	0	0	17628	
2017-07-21Z02:55:30.846033	1	0	244660375	15	-128	0.0	0	4.25054	51.91401	322.4	51.1	31	0	1	17628	
2017-07-21Z02:55:35.925823	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	285.4	51.1	36	0	1	34112	
2017-07-21Z02:55:37.072723	1	0	246838000	0	0	13.1	1	4.25256	51.91158	300.2	30.0	37	0	1	17628	
2017-07-21Z02:55:40.596059	1	0	235080023	0	0	0.0	0	4.2483	51.91723	310.7	2.9	40	0	0	67056	
2017-07-21Z02:55:41.250035	1	0	244660375	15	-128	0.0	0	4.25055	51.914	322.8	51.1	41	0	1	34311	
2017-07-21Z02:55:41.660257	3	0	245730000	5	-128	0.0	0	4.24755	51.91653	352.8	51.1	41	0	0	0	
2017-07-21Z02:55:48.870959	1	0	235080023	0	0	0.0	0	4.2483	51.91722	309.7	2.9	49	0	0	82474	
2017-07-21Z02:55:55.014399	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	276.4	51.1	55	0	1	34829	
2017-07-21Z02:55:56.734338	1	0	246838000	0	0	13.1	0	4.25087	51.91221	300.3	30.2	57	0	1	17628	
2017-07-21Z02:55:59.191538	1	0	235080023	0	0	0.0	0	4.2483	51.91722	320.7	2.9	59	0	0	49706	
2017-07-21Z02:56:01.568228	1	0	244660375	15	-128	0.0	0	4.25056	51.91399	326.4	51.1	2	0	1	115781	
2017-07-21Z02:56:06.483347	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	274.0	51.1	7	0	1	17632	
2017-07-21Z02:56:06.644853	1	0	246838000	0	0	13.1	1	4.25005	51.91251	301.2	30.2	7	0	1	33013	
2017-07-21Z02:56:17.541586	1	0	246838000	0	0	13.1	1	4.24916	51.91284	302.0	30.3	18	0	1	17632	
2017-07-21Z02:56:20.080725	1	0	235080023	0	0	0.0	0	4.2483	51.91722	311.6	2.9	20	0	0	33518	
2017-07-21Z02:56:25.814548	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	268.8	51.1	26	0	1	17632	
2017-07-21Z02:56:27.208809	1	0	23303610	15	-128	0.0	1	4.25054	51.92081	0.0	51.1	27	0	1	49631	
2017-07-21Z02:56:27.371388	3	0	246838000	0	0	13.1	1	4.24833	51.91316	302.4	30.3	28	0	1	23251	
2017-07-21Z02:56:30.485570	1	0	235080023	0	0	0.0	0	4.24829	51.91722	323.6	2.9	30	0	0	2227	
2017-07-21Z02:56:35.892464	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	267.2	51.1	36	0	1	17632	
2017-07-21Z02:56:37.039369	1	0	246838000	0	0	13.1	1	4.24759	51.91346	302.4	30.3	37	0	1	2272	
2017-07-21Z02:56:40.641832	1	0	235080023	0	0	0.0	0	4.2483	51.91722	328.0	2.9	40	0	0	49708	
2017-07-21Z02:56:41.216700	1	0	244660375	15	-128	0.0	0	4.25057	51.91399	328.9	51.1	41	0	1	17632	
2017-07-21Z02:56:48.916363	1	0	235080023	0	0	0.0	0	4.2483	51.91723	340.7	2.9	49	0	0	17632	
2017-07-21Z02:56:51.621728	1	0	244660375	15	-128	0.0	0	4.25058	51.91398	332.1	51.1	52	0	1	100238	
2017-07-21Z02:56:55.059838	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	262.4	51.1	55	0	1	17632	
2017-07-21Z02:57:06.528795	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	261.7	51.1	7	0	1	2229	
2017-07-21Z02:57:06.611801	1	0	246838000	0	0	13.0	1	4.24511	51.91446	303.8	30.5	7	0	1	17636	
2017-07-21Z02:57:06.937915	1	0	23303610	15	-128	0.0	1	4.25054	51.92081	0.0	51.1	6	0	1	2222	
2017-07-21Z02:57:09.724816	1	0	235080023	0	0	0.0	0	4.24831	51.91723	327.2	2.9	9	0	0	2225	
2017-07-21Z02:57:10.378491	1	0	244660375	15	-128	0.0	0	4.25058	51.91397	331.9	51.1	11	0	1	83013	
2017-07-21Z02:57:16.361335	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	260.6	51.1	17	0	1	98916	
2017-07-21Z02:57:27.338288	1	0	246838000	0	0	13.0	1	4.24342	51.91521	304.5	30.6	28	0	1	17636	
2017-07-21Z02:57:31.595844	1	0	244660375	15	-128	0.0	0	4.25059	51.91397	336.3	51.1	32	0	1	50241	
2017-07-21Z02:57:35.937956	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	255.2	51.1	36	0	1	2268	
2017-07-21Z02:57:36.431164	3	0	244532000	5	-128	0.0	1	4.24687	51.91643	228.0	51.1	35	0	0	0	
2017-07-21Z02:57:41.262069	1	0	244660375	15	-128	0.0	0	4.25059	51.91398	338.4	51.1	41	0	1	2260	
2017-07-21Z02:57:46.833721	1	0	246838000	0	0	13.0	1	4.24192	51.91587	306.1	30.9	47	0	1	67289	
2017-07-21Z02:57:55.026254	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	253.6	51.1	55	0	1	2303	
2017-07-21Z02:57:57.729975	1	0	246838000	0	0	13.0	1	4.24108	51.91628	307.9	31.1	58	0	1	115659	
2017-07-21Z02:57:59.203294	1	0	235080023	0	0	0.0	0	4.24831	51.91723	337.2	2.9	59	0	0	17636	
2017-07-21Z02:58:01.580153	1	0	244660375	15	-128	0.0	0	4.25059	51.91398	341.5	51.1	2	0	1	83010	
2017-07-21Z02:58:05.922065	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	253.8	51.1	6	0	1	65756	
2017-07-21Z02:58:09.034984	1	0	235080023	0	0	0.0	0	4.2483	51.91723	4.0	2.9	9	0	0	49709	
2017-07-21Z02:58:10.344648	3	0	244660375	15	-128	0.0	0	4.25059	51.91398	344.1	51.1	11	0	1	24371	
2017-07-21Z02:58:16.406348	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	250.2	51.1	17	0	1	82957	
2017-07-21Z02:58:17.144745	1	0	246838000	0	0	13.1	1	4.23964	51.91701	310.1	31.3	17	0	1	115655	
2017-07-21Z02:58:20.257102	3	0	244660375	15	-128	0.0	0	4.25059	51.91396	351.2	51.1	20	0	1	12273	
2017-07-21Z02:58:36.394909	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	245.4	51.1	37	0	1	66898	
2017-07-21Z02:58:37.624489	1	0	246838000	0	0	13.1	1	4.23813	51.91787	313.7	31.8	38	0	1	66945	
2017-07-21Z02:58:38.689684	3	0	245730000	5	-128	0.1	0	4.24756	51.91653	1.2	51.1	38	0	0	0	
2017-07-21Z02:58:49.337947	1	0	235080023	0	0	0.0	0	4.24829	51.91725	259.2	3.0	49	0	0	67383	
2017-07-21Z02:58:51.632240	3	0	244660375	15	-128	0.0	0	4.25059	51.91396	347.3	51.1	52	0	1	11921	
2017-07-21Z02:59:01.624974	1	0	244660375	15	-128	0.0	0	4.25059	51.91396	350.4	51.1	2	0	1	65593	
2017-07-21Z02:59:05.966688	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	241.4	51.1	6	0	1	50192	
2017-07-21Z02:59:11.537352	1	0	244660375	15	-128	0.0	0	4.25059	51.91396	351.7	51.1	12	0	1	115785	
2017-07-21Z02:59:16.206369	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	239.3	51.1	16	0	1	115729	
2017-07-21Z02:59:19.320587	1	0	235080023	0	0	0.0	0	4.24829	51.91725	326.2	3.0	19	0	0	115243	
2017-07-21Z02:59:20.302127	1	0	244660375	15	-128	0.0	0	4.25058	51.91396	351.1	51.1	20	0	1	66293	
2017-07-21Z02:59:27.265261	1	0	23303610	15	-128	0.0	1	4.25052	51.92081	0.0	51.1	27	0	1	2202	
2017-07-21Z02:59:29.888273	1	0	235080023	0	0	0.0	0	4.24828	51.91726	314.2	3.0	30	0	0	33886	
2017-07-21Z02:59:36.360928	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	241.0	51.1	37	0	1	50195	
2017-07-21Z02:59:40.702004	1	0	244660375	15	-128	0.0	0	4.25057	51.91398	350.1	51.1	41	0	1	99828	
2017-07-21Z02:59:44.796386	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	238.6	51.1	45	0	1	67212	
2017-07-21Z02:59:56.430301	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	235.9	51.1	57	0	1	67650	
2017-07-21Z02:59:59.051678	1	0	235080023	0	0	0.0	0	4.24827	51.91725	354.7	3.0	59	0	0	100516	
2017-07-21Z03:00:01.590976	1	0	244660375	15	-128	0.0	0	4.25058	51.91399	359.1	51.1	2	0	1	50250	
2017-07-21Z03:00:09.045977	1	0	235080023	0	0	0.0	0	4.24828	51.91724	337.9	3.0	9	0	0	17920	
2017-07-21Z03:00:11.503343	1	0	244660375	15	-128	0.0	0	4.25058	51.91398	356.2	51.1	12	0	1	98733	
2017-07-21Z03:00:16.172774	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	234.2	51.1	16	0	1	98908	
2017-07-21Z03:00:19.365659	1	0	235080023	0	0	0.0	0	4.24828	51.91724	334.4	3.0	19	0	0	99026	
2017-07-21Z03:00:20.268184	1	0	244660375	15	-128	0.0	0	4.25058	51.91398	354.5	51.1	21	0	1	50249	
2017-07-21Z03:00:25.921758	1	0	23303610	15	-128	0.0	1	4.25054	51.9208	0.0	51.1	25	0	1	115163	
2017-07-21Z03:00:31.572788	1	0	244660375	15	-128	0.0	0	4.25058	51.91398	357.1	51.1	32	0	1	2255	
2017-07-21Z03:00:40.747167	1	0	244660375	15	-128	0.0	0	4.25057	51.91399	356.6	51.1	41	0	1	83016	
2017-07-21Z03:00:44.762308	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	229.7	51.1	45	0	1	50192	
2017-07-21Z03:00:46.236896	1	0	23303610	15	-128	0.0	1	4.25052	51.92082	0.0	51.1	46	0	1	34499	
2017-07-21Z03:00:49.349118	1	0	235080023	0	0	0.0	0	4.24829	51.91725	346.9	3.0	49	0	0	34615	
2017-07-21Z03:00:51.643315	1	0	244660375	15	-128	0.0	0	4.25057	51.91399	354.7	51.1	52	0	1	83016	
2017-07-21Z03:00:56.475434	1	0	244660374	15	-128	0.0	0	4.25143	51.91369	229.0	51.1	57	0	1	50188	
2017-07-21Z03:00:59.096412	1	0	235080023	0	0	0.0	0	4.24829	51.91725	300.4	2.9	59	0	0	82468	
2017-07-21Z03:01:01.636090	1	0	244660375	15	-128	0.0	0	4.25057	51.91399	358.5	51.1	2	0	1	32825	
2017-07-21Z03:01:05.977823	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	228.1	51.1	6	0	1	17924	
2017-07-21Z03:01:09.091166	1	0	235080023	0	0	0.0	0	4.24829	51.91724	350.2	2.9	9	0	0	2246	
2017-07-21Z03:01:11.548195	1	0	244660375	15	-128	0.0	0	4.25057	51.91398	1.7	51.1	12	0	1	83017	
2017-07-21Z03:01:19.331692	1	0	235080023	0	0	0.0	0	4.24829	51.91725	308.5	2.9	19	0	0	82467	
2017-07-21Z03:01:26.048431	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	224.1	51.1	26	0	1	2270	
2017-07-21Z03:01:31.701839	3	0	244660375	15	-128	0.0	0	4.25059	51.91395	7.0	51.1	32	0	1	11473	
2017-07-21Z03:01:36.372064	3	0	244660374	15	-128	0.0	0	4.25144	51.91369	224.7	51.1	37	0	1	18833	
2017-07-21Z03:01:44.807525	1	0	244660374	15	-128	0.0	0	4.25144	51.91368	225.6	51.1	45	0	1	34444	
2017-07-21Z03:01:50.790181	1	0	244660375	15	-128	0.0	0	4.25061	51.91395	7.7	51.1	51	0	1	115785	
2017-07-21Z03:01:56.441427	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	223.7	51.1	57	0	1	34882	
2017-07-21Z03:02:05.943887	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	221.4	51.1	6	0	1	2208	
2017-07-21Z03:02:08.974494	1	0	235080023	0	0	0.0	0	4.24827	51.91728	69.9	2.9	9	0	0	98637	
2017-07-21Z03:02:11.514604	1	0	244660375	15	-128	0.0	0	4.2506	51.91395	13.8	51.1	12	0	1	65965	
2017-07-21Z03:02:16.183636	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	220.0	51.1	16	0	1	66140	
2017-07-21Z03:02:19.298128	1	0	235080023	0	0	0.0	0	4.24828	51.91728	69.9	2.9	19	0	0	66258	
2017-07-21Z03:02:20.279492	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	14.8	51.1	21	0	1	17928	
2017-07-21Z03:02:26.586778	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	218.7	51.1	27	0	1	50193	
2017-07-21Z03:02:30.192777	1	0	235080023	0	0	0.0	0	4.24828	51.91728	278.4	2.9	30	0	0	66666	
2017-07-21Z03:02:30.766615	3	0	244353000	5	0	0.0	1	4.23974	51.91311	238.6	30.0	30	0	0	84250	
2017-07-21Z03:02:31.667895	1	0	244660375	15	-128	0.0	0	4.25061	51.91397	16.1	51.1	32	0	1	66722	
2017-07-21Z03:02:40.513229	1	0	235080023	0	0	0.0	0	4.24828	51.91727	3.7	2.9	40	0	0	49702	
2017-07-21Z03:02:40.679179	1	0	244660375	15	-128	0.0	0	4.25061	51.91397	16.7	51.1	41	0	1	50250	
2017-07-21Z03:02:49.359965	1	0	235080023	0	0	0.0	0	4.24828	51.91727	353.4	2.9	49	0	0	2257	
2017-07-21Z03:02:50.835106	1	0	244660375	15	-128	0.0	0	4.25061	51.91397	17.4	51.1	51	0	1	100207	
2017-07-21Z03:02:56.486706	3	0	244660374	15	-128	0.0	0	4.25146	51.91368	217.6	51.1	57	0	1	11281	
2017-07-21Z03:02:59.029177	1	0	235080023	0	0	0.0	0	4.24828	51.91728	324.0	2.9	59	0	0	49701	
2017-07-21Z03:03:01.568351	1	0	244660375	15	-128	0.0	0	4.25062	51.91396	25.8	51.1	2	0	1	2220	
2017-07-21Z03:03:04.843067	1	0	244660374	15	-128	0.0	0	4.25146	51.91368	217.3	51.1	5	0	1	115734	
2017-07-21Z03:03:11.480681	1	0	244660375	15	-128	0.0	0	4.25063	51.91393	25.7	51.1	12	0	1	50249	
2017-07-21Z03:03:15.247840	1	0	244660374	15	-128	0.0	0	4.25147	51.91367	215.4	51.1	15	0	1	115735	
2017-07-21Z03:03:20.245493	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	27.0	51.1	21	0	1	2306	
2017-07-21Z03:03:26.552930	1	0	244660374	15	-128	0.0	0	4.25148	51.91367	212.6	51.1	27	0	1	33761	
2017-07-21Z03:03:30.238183	1	0	235080023	0	0	0.0	0	4.24826	51.91728	294.4	2.9	30	0	0	49700	
2017-07-21Z03:03:31.712829	1	0	244660375	15	-128	0.0	0	4.25062	51.91396	31.2	51.1	32	0	1	50249	
2017-07-21Z03:03:35.645724	3	0	244532000	5	-128	0.0	1	4.2469	51.9165	228.0	51.1	34	0	0	0	
2017-07-21Z03:03:36.299514	1	0	244660374	15	-128	0.0	0	4.25148	51.91367	212.9	51.1	37	0	1	66893	
2017-07-21Z03:03:40.724522	1	0	244660375	15	-128	0.0	0	4.25062	51.91396	30.0	51.1	41	0	1	34292	
2017-07-21Z03:03:50.801656	1	0	244660375	15	-128	0.0	0	4.25062	51.91397	29.0	51.1	51	0	1	83017	
